dateTime,powerMode
2022-03-25 19:16:42.805976,6
2022-03-25 19:20:35.373223,6
2022-03-25 19:23:28.937968,6
2022-03-25 19:25:41.505734,6
2022-03-25 19:26:21.509580,6
2022-03-25 19:28:42.082723,6
2022-03-25 19:38:06.785113,6
2022-03-25 19:46:51.488026,6
2022-03-25 19:55:12.187486,6
2022-03-25 19:55:22.182753,6
2022-03-25 19:58:20.742734,6
2022-03-25 20:01:43.305618,6
2022-03-25 20:02:18.308256,6
2022-03-25 20:13:20.552913,6
2022-03-25 20:13:40.548365,6
2022-03-25 20:16:55.118551,6
2022-03-25 20:19:12.682326,6
2022-03-25 20:28:06.422092,6
2022-03-25 20:31:30.999605,6
2022-03-25 20:43:26.337707,6
